,Date,date_dt,location,count,month_day,year,month,location_name
4107,2015-12-02 00:00:00,2015-12-02,2^ORPY,279.0,12-02,2015,12,ORP Prince of Wales
4108,2015-12-03 00:00:00,2015-12-03,2^ORPY,397.0,12-03,2015,12,ORP Prince of Wales
4109,2015-12-04 00:00:00,2015-12-04,2^ORPY,476.0,12-04,2015,12,ORP Prince of Wales
4110,2015-12-05 00:00:00,2015-12-05,2^ORPY,410.0,12-05,2015,12,ORP Prince of Wales
4111,2015-12-06 00:00:00,2015-12-06,2^ORPY,392.0,12-06,2015,12,ORP Prince of Wales
4112,2015-12-07 00:00:00,2015-12-07,2^ORPY,665.0,12-07,2015,12,ORP Prince of Wales
4113,2015-12-08 00:00:00,2015-12-08,2^ORPY,665.0,12-08,2015,12,ORP Prince of Wales
4114,2015-12-09 00:00:00,2015-12-09,2^ORPY,715.0,12-09,2015,12,ORP Prince of Wales
4115,2015-12-10 00:00:00,2015-12-10,2^ORPY,726.0,12-10,2015,12,ORP Prince of Wales
4116,2015-12-11 00:00:00,2015-12-11,2^ORPY,603.0,12-11,2015,12,ORP Prince of Wales
4117,2015-12-12 00:00:00,2015-12-12,2^ORPY,414.0,12-12,2015,12,ORP Prince of Wales
4118,2015-12-13 00:00:00,2015-12-13,2^ORPY,149.0,12-13,2015,12,ORP Prince of Wales
4119,2015-12-14 00:00:00,2015-12-14,2^ORPY,440.0,12-14,2015,12,ORP Prince of Wales
4120,2015-12-15 00:00:00,2015-12-15,2^ORPY,445.0,12-15,2015,12,ORP Prince of Wales
4121,2015-12-16 00:00:00,2015-12-16,2^ORPY,507.0,12-16,2015,12,ORP Prince of Wales
4122,2015-12-17 00:00:00,2015-12-17,2^ORPY,334.0,12-17,2015,12,ORP Prince of Wales
4123,2015-12-18 00:00:00,2015-12-18,2^ORPY,460.0,12-18,2015,12,ORP Prince of Wales
4124,2015-12-19 00:00:00,2015-12-19,2^ORPY,49.0,12-19,2015,12,ORP Prince of Wales
4125,2015-12-20 00:00:00,2015-12-20,2^ORPY,50.0,12-20,2015,12,ORP Prince of Wales
4126,2015-12-21 00:00:00,2015-12-21,2^ORPY,183.0,12-21,2015,12,ORP Prince of Wales
4127,2015-12-22 00:00:00,2015-12-22,2^ORPY,230.0,12-22,2015,12,ORP Prince of Wales
4128,2015-12-23 00:00:00,2015-12-23,2^ORPY,344.0,12-23,2015,12,ORP Prince of Wales
4129,2015-12-24 00:00:00,2015-12-24,2^ORPY,592.0,12-24,2015,12,ORP Prince of Wales
4130,2015-12-25 00:00:00,2015-12-25,2^ORPY,258.0,12-25,2015,12,ORP Prince of Wales
4131,2015-12-26 00:00:00,2015-12-26,2^ORPY,180.0,12-26,2015,12,ORP Prince of Wales
4132,2015-12-27 00:00:00,2015-12-27,2^ORPY,15.0,12-27,2015,12,ORP Prince of Wales
4133,2015-12-28 00:00:00,2015-12-28,2^ORPY,13.0,12-28,2015,12,ORP Prince of Wales
4134,2015-12-29 00:00:00,2015-12-29,2^ORPY,1.0,12-29,2015,12,ORP Prince of Wales
4135,2015-12-30 00:00:00,2015-12-30,2^ORPY,0.0,12-30,2015,12,ORP Prince of Wales
4136,2015-12-31 00:00:00,2015-12-31,2^ORPY,0.0,12-31,2015,12,ORP Prince of Wales
4137,2016-01-01 00:00:00,2016-01-01,2^ORPY,0.0,01-01,2016,1,ORP Prince of Wales
4138,2016-01-02 00:00:00,2016-01-02,2^ORPY,1.0,01-02,2016,1,ORP Prince of Wales
4139,2016-01-03 00:00:00,2016-01-03,2^ORPY,3.0,01-03,2016,1,ORP Prince of Wales
4140,2016-01-04 00:00:00,2016-01-04,2^ORPY,4.0,01-04,2016,1,ORP Prince of Wales
4141,2016-01-05 00:00:00,2016-01-05,2^ORPY,8.0,01-05,2016,1,ORP Prince of Wales
4142,2016-01-06 00:00:00,2016-01-06,2^ORPY,5.0,01-06,2016,1,ORP Prince of Wales
4143,2016-01-07 00:00:00,2016-01-07,2^ORPY,5.0,01-07,2016,1,ORP Prince of Wales
4144,2016-01-08 00:00:00,2016-01-08,2^ORPY,6.0,01-08,2016,1,ORP Prince of Wales
4145,2016-01-09 00:00:00,2016-01-09,2^ORPY,3.0,01-09,2016,1,ORP Prince of Wales
4146,2016-01-10 00:00:00,2016-01-10,2^ORPY,0.0,01-10,2016,1,ORP Prince of Wales
4147,2016-01-11 00:00:00,2016-01-11,2^ORPY,1.0,01-11,2016,1,ORP Prince of Wales
4148,2016-01-12 00:00:00,2016-01-12,2^ORPY,7.0,01-12,2016,1,ORP Prince of Wales
4149,2016-01-13 00:00:00,2016-01-13,2^ORPY,0.0,01-13,2016,1,ORP Prince of Wales
4150,2016-01-14 00:00:00,2016-01-14,2^ORPY,0.0,01-14,2016,1,ORP Prince of Wales
4151,2016-01-15 00:00:00,2016-01-15,2^ORPY,1.0,01-15,2016,1,ORP Prince of Wales
4152,2016-01-16 00:00:00,2016-01-16,2^ORPY,3.0,01-16,2016,1,ORP Prince of Wales
4153,2016-01-17 00:00:00,2016-01-17,2^ORPY,4.0,01-17,2016,1,ORP Prince of Wales
4154,2016-01-18 00:00:00,2016-01-18,2^ORPY,1.0,01-18,2016,1,ORP Prince of Wales
4155,2016-01-19 00:00:00,2016-01-19,2^ORPY,0.0,01-19,2016,1,ORP Prince of Wales
4156,2016-01-20 00:00:00,2016-01-20,2^ORPY,0.0,01-20,2016,1,ORP Prince of Wales
4157,2016-01-21 00:00:00,2016-01-21,2^ORPY,2.0,01-21,2016,1,ORP Prince of Wales
4158,2016-01-22 00:00:00,2016-01-22,2^ORPY,1.0,01-22,2016,1,ORP Prince of Wales
4159,2016-01-23 00:00:00,2016-01-23,2^ORPY,4.0,01-23,2016,1,ORP Prince of Wales
4160,2016-01-24 00:00:00,2016-01-24,2^ORPY,2.0,01-24,2016,1,ORP Prince of Wales
4161,2016-01-25 00:00:00,2016-01-25,2^ORPY,3.0,01-25,2016,1,ORP Prince of Wales
4162,2016-01-26 00:00:00,2016-01-26,2^ORPY,1.0,01-26,2016,1,ORP Prince of Wales
4163,2016-01-27 00:00:00,2016-01-27,2^ORPY,0.0,01-27,2016,1,ORP Prince of Wales
4164,2016-01-28 00:00:00,2016-01-28,2^ORPY,1.0,01-28,2016,1,ORP Prince of Wales
4165,2016-01-29 00:00:00,2016-01-29,2^ORPY,1.0,01-29,2016,1,ORP Prince of Wales
4166,2016-01-30 00:00:00,2016-01-30,2^ORPY,1.0,01-30,2016,1,ORP Prince of Wales
4167,2016-01-31 00:00:00,2016-01-31,2^ORPY,0.0,01-31,2016,1,ORP Prince of Wales
4168,2016-02-01 00:00:00,2016-02-01,2^ORPY,2.0,02-01,2016,2,ORP Prince of Wales
4169,2016-02-02 00:00:00,2016-02-02,2^ORPY,0.0,02-02,2016,2,ORP Prince of Wales
4170,2016-02-03 00:00:00,2016-02-03,2^ORPY,0.0,02-03,2016,2,ORP Prince of Wales
4171,2016-02-04 00:00:00,2016-02-04,2^ORPY,1.0,02-04,2016,2,ORP Prince of Wales
4172,2016-02-05 00:00:00,2016-02-05,2^ORPY,1.0,02-05,2016,2,ORP Prince of Wales
4173,2016-02-06 00:00:00,2016-02-06,2^ORPY,0.0,02-06,2016,2,ORP Prince of Wales
4174,2016-02-07 00:00:00,2016-02-07,2^ORPY,0.0,02-07,2016,2,ORP Prince of Wales
4175,2016-02-08 00:00:00,2016-02-08,2^ORPY,0.0,02-08,2016,2,ORP Prince of Wales
4176,2016-02-09 00:00:00,2016-02-09,2^ORPY,0.0,02-09,2016,2,ORP Prince of Wales
4177,2016-02-10 00:00:00,2016-02-10,2^ORPY,1.0,02-10,2016,2,ORP Prince of Wales
4178,2016-02-11 00:00:00,2016-02-11,2^ORPY,0.0,02-11,2016,2,ORP Prince of Wales
4179,2016-02-12 00:00:00,2016-02-12,2^ORPY,0.0,02-12,2016,2,ORP Prince of Wales
4180,2016-02-13 00:00:00,2016-02-13,2^ORPY,0.0,02-13,2016,2,ORP Prince of Wales
4181,2016-02-14 00:00:00,2016-02-14,2^ORPY,0.0,02-14,2016,2,ORP Prince of Wales
4182,2016-02-15 00:00:00,2016-02-15,2^ORPY,0.0,02-15,2016,2,ORP Prince of Wales
4183,2016-02-16 00:00:00,2016-02-16,2^ORPY,2.0,02-16,2016,2,ORP Prince of Wales
4184,2016-02-17 00:00:00,2016-02-17,2^ORPY,0.0,02-17,2016,2,ORP Prince of Wales
4185,2016-02-18 00:00:00,2016-02-18,2^ORPY,0.0,02-18,2016,2,ORP Prince of Wales
4186,2016-02-19 00:00:00,2016-02-19,2^ORPY,0.0,02-19,2016,2,ORP Prince of Wales
4187,2016-02-20 00:00:00,2016-02-20,2^ORPY,0.0,02-20,2016,2,ORP Prince of Wales
4188,2016-02-21 00:00:00,2016-02-21,2^ORPY,0.0,02-21,2016,2,ORP Prince of Wales
4189,2016-02-22 00:00:00,2016-02-22,2^ORPY,0.0,02-22,2016,2,ORP Prince of Wales
4190,2016-02-23 00:00:00,2016-02-23,2^ORPY,0.0,02-23,2016,2,ORP Prince of Wales
4191,2016-02-24 00:00:00,2016-02-24,2^ORPY,0.0,02-24,2016,2,ORP Prince of Wales
4192,2016-02-25 00:00:00,2016-02-25,2^ORPY,0.0,02-25,2016,2,ORP Prince of Wales
4193,2016-02-26 00:00:00,2016-02-26,2^ORPY,7.0,02-26,2016,2,ORP Prince of Wales
4194,2016-02-27 00:00:00,2016-02-27,2^ORPY,1.0,02-27,2016,2,ORP Prince of Wales
4195,2016-02-28 00:00:00,2016-02-28,2^ORPY,2.0,02-28,2016,2,ORP Prince of Wales
4196,2016-02-29 00:00:00,2016-02-29,2^ORPY,0.0,02-29,2016,2,ORP Prince of Wales
4197,2016-03-01 00:00:00,2016-03-01,2^ORPY,0.0,03-01,2016,3,ORP Prince of Wales
4198,2016-03-02 00:00:00,2016-03-02,2^ORPY,0.0,03-02,2016,3,ORP Prince of Wales
4199,2016-03-03 00:00:00,2016-03-03,2^ORPY,4.0,03-03,2016,3,ORP Prince of Wales
4200,2016-03-04 00:00:00,2016-03-04,2^ORPY,0.0,03-04,2016,3,ORP Prince of Wales
4201,2016-03-05 00:00:00,2016-03-05,2^ORPY,0.0,03-05,2016,3,ORP Prince of Wales
4202,2016-03-06 00:00:00,2016-03-06,2^ORPY,0.0,03-06,2016,3,ORP Prince of Wales
4203,2016-03-07 00:00:00,2016-03-07,2^ORPY,0.0,03-07,2016,3,ORP Prince of Wales
4204,2016-03-08 00:00:00,2016-03-08,2^ORPY,0.0,03-08,2016,3,ORP Prince of Wales
4205,2016-03-09 00:00:00,2016-03-09,2^ORPY,0.0,03-09,2016,3,ORP Prince of Wales
4206,2016-03-10 00:00:00,2016-03-10,2^ORPY,0.0,03-10,2016,3,ORP Prince of Wales
4207,2016-03-11 00:00:00,2016-03-11,2^ORPY,0.0,03-11,2016,3,ORP Prince of Wales
4208,2016-03-12 00:00:00,2016-03-12,2^ORPY,0.0,03-12,2016,3,ORP Prince of Wales
4209,2016-03-13 00:00:00,2016-03-13,2^ORPY,0.0,03-13,2016,3,ORP Prince of Wales
4210,2016-03-14 00:00:00,2016-03-14,2^ORPY,1.0,03-14,2016,3,ORP Prince of Wales
4211,2016-03-15 00:00:00,2016-03-15,2^ORPY,0.0,03-15,2016,3,ORP Prince of Wales
4212,2016-03-16 00:00:00,2016-03-16,2^ORPY,0.0,03-16,2016,3,ORP Prince of Wales
4213,2016-03-17 00:00:00,2016-03-17,2^ORPY,1.0,03-17,2016,3,ORP Prince of Wales
4214,2016-03-18 00:00:00,2016-03-18,2^ORPY,0.0,03-18,2016,3,ORP Prince of Wales
4215,2016-03-19 00:00:00,2016-03-19,2^ORPY,0.0,03-19,2016,3,ORP Prince of Wales
4216,2016-03-20 00:00:00,2016-03-20,2^ORPY,3.0,03-20,2016,3,ORP Prince of Wales
4217,2016-03-21 00:00:00,2016-03-21,2^ORPY,1.0,03-21,2016,3,ORP Prince of Wales
4218,2016-03-22 00:00:00,2016-03-22,2^ORPY,13.0,03-22,2016,3,ORP Prince of Wales
4219,2016-03-23 00:00:00,2016-03-23,2^ORPY,7.0,03-23,2016,3,ORP Prince of Wales
4220,2016-03-24 00:00:00,2016-03-24,2^ORPY,3.0,03-24,2016,3,ORP Prince of Wales
4221,2016-03-25 00:00:00,2016-03-25,2^ORPY,0.0,03-25,2016,3,ORP Prince of Wales
4222,2016-03-26 00:00:00,2016-03-26,2^ORPY,3.0,03-26,2016,3,ORP Prince of Wales
4223,2016-03-27 00:00:00,2016-03-27,2^ORPY,42.0,03-27,2016,3,ORP Prince of Wales
4224,2016-03-28 00:00:00,2016-03-28,2^ORPY,3.0,03-28,2016,3,ORP Prince of Wales
4225,2016-03-29 00:00:00,2016-03-29,2^ORPY,77.0,03-29,2016,3,ORP Prince of Wales
4226,2016-03-30 00:00:00,2016-03-30,2^ORPY,183.0,03-30,2016,3,ORP Prince of Wales
4227,2016-03-31 00:00:00,2016-03-31,2^ORPY,69.0,03-31,2016,3,ORP Prince of Wales
4228,01/04/2016,2016-04-01,2^ORPY,364.0,04-01,2016,4,ORP Prince of Wales
4229,02/04/2016,2016-04-02,2^ORPY,202.0,04-02,2016,4,ORP Prince of Wales
4230,03/04/2016,2016-04-03,2^ORPY,45.0,04-03,2016,4,ORP Prince of Wales
4231,04/04/2016,2016-04-04,2^ORPY,285.0,04-04,2016,4,ORP Prince of Wales
4232,05/04/2016,2016-04-05,2^ORPY,384.0,04-05,2016,4,ORP Prince of Wales
4233,06/04/2016,2016-04-06,2^ORPY,105.0,04-06,2016,4,ORP Prince of Wales
4234,07/04/2016,2016-04-07,2^ORPY,14.0,04-07,2016,4,ORP Prince of Wales
4235,08/04/2016,2016-04-08,2^ORPY,63.0,04-08,2016,4,ORP Prince of Wales
4236,09/04/2016,2016-04-09,2^ORPY,43.0,04-09,2016,4,ORP Prince of Wales
4237,10/04/2016,2016-04-10,2^ORPY,242.0,04-10,2016,4,ORP Prince of Wales
4238,11/04/2016,2016-04-11,2^ORPY,48.0,04-11,2016,4,ORP Prince of Wales
4239,12/04/2016,2016-04-12,2^ORPY,385.0,04-12,2016,4,ORP Prince of Wales
4240,13/04/2016,2016-04-13,2^ORPY,685.0,04-13,2016,4,ORP Prince of Wales
4241,14/04/2016,2016-04-14,2^ORPY,943.0,04-14,2016,4,ORP Prince of Wales
4242,15/04/2016,2016-04-15,2^ORPY,1238.0,04-15,2016,4,ORP Prince of Wales
4243,16/04/2016,2016-04-16,2^ORPY,1506.0,04-16,2016,4,ORP Prince of Wales
4244,17/04/2016,2016-04-17,2^ORPY,3103.0,04-17,2016,4,ORP Prince of Wales
4245,18/04/2016,2016-04-18,2^ORPY,1160.0,04-18,2016,4,ORP Prince of Wales
4246,19/04/2016,2016-04-19,2^ORPY,1684.0,04-19,2016,4,ORP Prince of Wales
4247,20/04/2016,2016-04-20,2^ORPY,1933.0,04-20,2016,4,ORP Prince of Wales
4248,21/04/2016,2016-04-21,2^ORPY,2043.0,04-21,2016,4,ORP Prince of Wales
4249,22/04/2016,2016-04-22,2^ORPY,633.0,04-22,2016,4,ORP Prince of Wales
4250,23/04/2016,2016-04-23,2^ORPY,1108.0,04-23,2016,4,ORP Prince of Wales
4251,24/04/2016,2016-04-24,2^ORPY,1442.0,04-24,2016,4,ORP Prince of Wales
4252,25/04/2016,2016-04-25,2^ORPY,1420.0,04-25,2016,4,ORP Prince of Wales
4253,26/04/2016,2016-04-26,2^ORPY,1262.0,04-26,2016,4,ORP Prince of Wales
4254,27/04/2016,2016-04-27,2^ORPY,1349.0,04-27,2016,4,ORP Prince of Wales
4255,28/04/2016,2016-04-28,2^ORPY,1437.0,04-28,2016,4,ORP Prince of Wales
4256,29/04/2016,2016-04-29,2^ORPY,1709.0,04-29,2016,4,ORP Prince of Wales
4257,30/04/2016,2016-04-30,2^ORPY,2180.0,04-30,2016,4,ORP Prince of Wales
4258,01/05/2016,2016-05-01,2^ORPY,891.0,05-01,2016,5,ORP Prince of Wales
4259,02/05/2016,2016-05-02,2^ORPY,1290.0,05-02,2016,5,ORP Prince of Wales
4260,03/05/2016,2016-05-03,2^ORPY,2538.0,05-03,2016,5,ORP Prince of Wales
4261,04/05/2016,2016-05-04,2^ORPY,2094.0,05-04,2016,5,ORP Prince of Wales
4262,05/05/2016,2016-05-05,2^ORPY,2709.0,05-05,2016,5,ORP Prince of Wales
4263,06/05/2016,2016-05-06,2^ORPY,2934.0,05-06,2016,5,ORP Prince of Wales
4264,07/05/2016,2016-05-07,2^ORPY,2223.0,05-07,2016,5,ORP Prince of Wales
4265,08/05/2016,2016-05-08,2^ORPY,385.0,05-08,2016,5,ORP Prince of Wales
4266,09/05/2016,2016-05-09,2^ORPY,1672.0,05-09,2016,5,ORP Prince of Wales
4267,10/05/2016,2016-05-10,2^ORPY,2862.0,05-10,2016,5,ORP Prince of Wales
4268,11/05/2016,2016-05-11,2^ORPY,3524.0,05-11,2016,5,ORP Prince of Wales
4269,12/05/2016,2016-05-12,2^ORPY,3906.0,05-12,2016,5,ORP Prince of Wales
4270,13/05/2016,2016-05-13,2^ORPY,1258.0,05-13,2016,5,ORP Prince of Wales
4271,14/05/2016,2016-05-14,2^ORPY,999.0,05-14,2016,5,ORP Prince of Wales
4272,15/05/2016,2016-05-15,2^ORPY,410.0,05-15,2016,5,ORP Prince of Wales
4273,16/05/2016,2016-05-16,2^ORPY,1395.0,05-16,2016,5,ORP Prince of Wales
4274,17/05/2016,2016-05-17,2^ORPY,2193.0,05-17,2016,5,ORP Prince of Wales
4275,18/05/2016,2016-05-18,2^ORPY,2734.0,05-18,2016,5,ORP Prince of Wales
4276,19/05/2016,2016-05-19,2^ORPY,2693.0,05-19,2016,5,ORP Prince of Wales
4277,20/05/2016,2016-05-20,2^ORPY,3242.0,05-20,2016,5,ORP Prince of Wales
4278,21/05/2016,2016-05-21,2^ORPY,2680.0,05-21,2016,5,ORP Prince of Wales
4279,22/05/2016,2016-05-22,2^ORPY,3004.0,05-22,2016,5,ORP Prince of Wales
4280,23/05/2016,2016-05-23,2^ORPY,3796.0,05-23,2016,5,ORP Prince of Wales
4281,24/05/2016,2016-05-24,2^ORPY,3641.0,05-24,2016,5,ORP Prince of Wales
4282,25/05/2016,2016-05-25,2^ORPY,3252.0,05-25,2016,5,ORP Prince of Wales
4283,26/05/2016,2016-05-26,2^ORPY,3153.0,05-26,2016,5,ORP Prince of Wales
4284,27/05/2016,2016-05-27,2^ORPY,2833.0,05-27,2016,5,ORP Prince of Wales
4285,28/05/2016,2016-05-28,2^ORPY,1943.0,05-28,2016,5,ORP Prince of Wales
4286,29/05/2016,2016-05-29,2^ORPY,2629.0,05-29,2016,5,ORP Prince of Wales
4287,30/05/2016,2016-05-30,2^ORPY,3328.0,05-30,2016,5,ORP Prince of Wales
4288,31/05/2016,2016-05-31,2^ORPY,3669.0,05-31,2016,5,ORP Prince of Wales
4289,01/06/2016,2016-06-01,2^ORPY,3861.0,06-01,2016,6,ORP Prince of Wales
4290,02/06/2016,2016-06-02,2^ORPY,1541.0,06-02,2016,6,ORP Prince of Wales
4291,03/06/2016,2016-06-03,2^ORPY,3641.0,06-03,2016,6,ORP Prince of Wales
4292,04/06/2016,2016-06-04,2^ORPY,3477.0,06-04,2016,6,ORP Prince of Wales
4293,05/06/2016,2016-06-05,2^ORPY,230.0,06-05,2016,6,ORP Prince of Wales
4294,06/06/2016,2016-06-06,2^ORPY,2509.0,06-06,2016,6,ORP Prince of Wales
4295,07/06/2016,2016-06-07,2^ORPY,2719.0,06-07,2016,6,ORP Prince of Wales
4296,08/06/2016,2016-06-08,2^ORPY,2051.0,06-08,2016,6,ORP Prince of Wales
4297,09/06/2016,2016-06-09,2^ORPY,2217.0,06-09,2016,6,ORP Prince of Wales
4298,10/06/2016,2016-06-10,2^ORPY,2957.0,06-10,2016,6,ORP Prince of Wales
4299,11/06/2016,2016-06-11,2^ORPY,500.0,06-11,2016,6,ORP Prince of Wales
4300,12/06/2016,2016-06-12,2^ORPY,415.0,06-12,2016,6,ORP Prince of Wales
4301,13/06/2016,2016-06-13,2^ORPY,2557.0,06-13,2016,6,ORP Prince of Wales
4302,14/06/2016,2016-06-14,2^ORPY,3844.0,06-14,2016,6,ORP Prince of Wales
4303,15/06/2016,2016-06-15,2^ORPY,3926.0,06-15,2016,6,ORP Prince of Wales
4304,16/06/2016,2016-06-16,2^ORPY,3881.0,06-16,2016,6,ORP Prince of Wales
4305,17/06/2016,2016-06-17,2^ORPY,3295.0,06-17,2016,6,ORP Prince of Wales
4306,18/06/2016,2016-06-18,2^ORPY,2484.0,06-18,2016,6,ORP Prince of Wales
4307,19/06/2016,2016-06-19,2^ORPY,2078.0,06-19,2016,6,ORP Prince of Wales
4308,20/06/2016,2016-06-20,2^ORPY,2667.0,06-20,2016,6,ORP Prince of Wales
4309,21/06/2016,2016-06-21,2^ORPY,3841.0,06-21,2016,6,ORP Prince of Wales
4310,22/06/2016,2016-06-22,2^ORPY,3128.0,06-22,2016,6,ORP Prince of Wales
4311,23/06/2016,2016-06-23,2^ORPY,3675.0,06-23,2016,6,ORP Prince of Wales
4312,24/06/2016,2016-06-24,2^ORPY,3078.0,06-24,2016,6,ORP Prince of Wales
4313,25/06/2016,2016-06-25,2^ORPY,2690.0,06-25,2016,6,ORP Prince of Wales
4314,26/06/2016,2016-06-26,2^ORPY,2483.0,06-26,2016,6,ORP Prince of Wales
4315,27/06/2016,2016-06-27,2^ORPY,1935.0,06-27,2016,6,ORP Prince of Wales
4316,28/06/2016,2016-06-28,2^ORPY,3148.0,06-28,2016,6,ORP Prince of Wales
4317,29/06/2016,2016-06-29,2^ORPY,2838.0,06-29,2016,6,ORP Prince of Wales
4318,30/06/2016,2016-06-30,2^ORPY,3350.0,06-30,2016,6,ORP Prince of Wales
4319,01/07/2016,2016-07-01,2^ORPY,3640.0,07-01,2016,7,ORP Prince of Wales
4320,02/07/2016,2016-07-02,2^ORPY,1477.0,07-02,2016,7,ORP Prince of Wales
4321,03/07/2016,2016-07-03,2^ORPY,2885.0,07-03,2016,7,ORP Prince of Wales
4322,04/07/2016,2016-07-04,2^ORPY,3665.0,07-04,2016,7,ORP Prince of Wales
4323,05/07/2016,2016-07-05,2^ORPY,3852.0,07-05,2016,7,ORP Prince of Wales
4324,06/07/2016,2016-07-06,2^ORPY,3232.0,07-06,2016,7,ORP Prince of Wales
4325,07/07/2016,2016-07-07,2^ORPY,3620.0,07-07,2016,7,ORP Prince of Wales
4326,08/07/2016,2016-07-08,2^ORPY,2898.0,07-08,2016,7,ORP Prince of Wales
4327,09/07/2016,2016-07-09,2^ORPY,533.0,07-09,2016,7,ORP Prince of Wales
4328,10/07/2016,2016-07-10,2^ORPY,2069.0,07-10,2016,7,ORP Prince of Wales
4329,11/07/2016,2016-07-11,2^ORPY,3888.0,07-11,2016,7,ORP Prince of Wales
4330,12/07/2016,2016-07-12,2^ORPY,3730.0,07-12,2016,7,ORP Prince of Wales
4331,13/07/2016,2016-07-13,2^ORPY,3542.0,07-13,2016,7,ORP Prince of Wales
4332,14/07/2016,2016-07-14,2^ORPY,2468.0,07-14,2016,7,ORP Prince of Wales
4333,15/07/2016,2016-07-15,2^ORPY,2946.0,07-15,2016,7,ORP Prince of Wales
4334,16/07/2016,2016-07-16,2^ORPY,3332.0,07-16,2016,7,ORP Prince of Wales
4335,17/07/2016,2016-07-17,2^ORPY,3725.0,07-17,2016,7,ORP Prince of Wales
4336,18/07/2016,2016-07-18,2^ORPY,2894.0,07-18,2016,7,ORP Prince of Wales
4337,19/07/2016,2016-07-19,2^ORPY,3787.0,07-19,2016,7,ORP Prince of Wales
4338,20/07/2016,2016-07-20,2^ORPY,3823.0,07-20,2016,7,ORP Prince of Wales
4339,21/07/2016,2016-07-21,2^ORPY,3110.0,07-21,2016,7,ORP Prince of Wales
4340,22/07/2016,2016-07-22,2^ORPY,2238.0,07-22,2016,7,ORP Prince of Wales
4341,23/07/2016,2016-07-23,2^ORPY,1801.0,07-23,2016,7,ORP Prince of Wales
4342,24/07/2016,2016-07-24,2^ORPY,2503.0,07-24,2016,7,ORP Prince of Wales
4343,25/07/2016,2016-07-25,2^ORPY,1233.0,07-25,2016,7,ORP Prince of Wales
4344,26/07/2016,2016-07-26,2^ORPY,3702.0,07-26,2016,7,ORP Prince of Wales
4345,27/07/2016,2016-07-27,2^ORPY,3300.0,07-27,2016,7,ORP Prince of Wales
4346,28/07/2016,2016-07-28,2^ORPY,2926.0,07-28,2016,7,ORP Prince of Wales
4347,29/07/2016,2016-07-29,2^ORPY,3028.0,07-29,2016,7,ORP Prince of Wales
4348,30/07/2016,2016-07-30,2^ORPY,2431.0,07-30,2016,7,ORP Prince of Wales
4349,31/07/2016,2016-07-31,2^ORPY,2519.0,07-31,2016,7,ORP Prince of Wales
4350,01/08/2016,2016-08-01,2^ORPY,2822.0,08-01,2016,8,ORP Prince of Wales
4351,02/08/2016,2016-08-02,2^ORPY,3255.0,08-02,2016,8,ORP Prince of Wales
4352,03/08/2016,2016-08-03,2^ORPY,3316.0,08-03,2016,8,ORP Prince of Wales
4353,04/08/2016,2016-08-04,2^ORPY,2945.0,08-04,2016,8,ORP Prince of Wales
4354,05/08/2016,2016-08-05,2^ORPY,2198.0,08-05,2016,8,ORP Prince of Wales
4355,06/08/2016,2016-08-06,2^ORPY,2231.0,08-06,2016,8,ORP Prince of Wales
4356,07/08/2016,2016-08-07,2^ORPY,2413.0,08-07,2016,8,ORP Prince of Wales
4357,08/08/2016,2016-08-08,2^ORPY,3138.0,08-08,2016,8,ORP Prince of Wales
4358,09/08/2016,2016-08-09,2^ORPY,3439.0,08-09,2016,8,ORP Prince of Wales
4359,10/08/2016,2016-08-10,2^ORPY,3058.0,08-10,2016,8,ORP Prince of Wales
4360,11/08/2016,2016-08-11,2^ORPY,2762.0,08-11,2016,8,ORP Prince of Wales
4361,12/08/2016,2016-08-12,2^ORPY,1291.0,08-12,2016,8,ORP Prince of Wales
4362,13/08/2016,2016-08-13,2^ORPY,155.0,08-13,2016,8,ORP Prince of Wales
4363,14/08/2016,2016-08-14,2^ORPY,1751.0,08-14,2016,8,ORP Prince of Wales
4364,15/08/2016,2016-08-15,2^ORPY,3601.0,08-15,2016,8,ORP Prince of Wales
4365,16/08/2016,2016-08-16,2^ORPY,1252.0,08-16,2016,8,ORP Prince of Wales
4366,17/08/2016,2016-08-17,2^ORPY,3358.0,08-17,2016,8,ORP Prince of Wales
4367,18/08/2016,2016-08-18,2^ORPY,3135.0,08-18,2016,8,ORP Prince of Wales
4368,19/08/2016,2016-08-19,2^ORPY,2888.0,08-19,2016,8,ORP Prince of Wales
4369,20/08/2016,2016-08-20,2^ORPY,2165.0,08-20,2016,8,ORP Prince of Wales
4370,21/08/2016,2016-08-21,2^ORPY,415.0,08-21,2016,8,ORP Prince of Wales
4371,22/08/2016,2016-08-22,2^ORPY,3198.0,08-22,2016,8,ORP Prince of Wales
4372,23/08/2016,2016-08-23,2^ORPY,3358.0,08-23,2016,8,ORP Prince of Wales
4373,24/08/2016,2016-08-24,2^ORPY,3319.0,08-24,2016,8,ORP Prince of Wales
4374,25/08/2016,2016-08-25,2^ORPY,2150.0,08-25,2016,8,ORP Prince of Wales
4375,26/08/2016,2016-08-26,2^ORPY,3020.0,08-26,2016,8,ORP Prince of Wales
4376,27/08/2016,2016-08-27,2^ORPY,2435.0,08-27,2016,8,ORP Prince of Wales
4377,28/08/2016,2016-08-28,2^ORPY,1205.0,08-28,2016,8,ORP Prince of Wales
4378,29/08/2016,2016-08-29,2^ORPY,3186.0,08-29,2016,8,ORP Prince of Wales
4379,30/08/2016,2016-08-30,2^ORPY,3091.0,08-30,2016,8,ORP Prince of Wales
